kLink;kBend;viscosityRatio;model_uncertainty;likelihood
58.24400754435696;131.99758895109366;7.217430511490495;0.9413038388026594;7466.274341644002
53.24585517777312;102.2587693715591;8.306762101779144;0.5506568257104612;227395.34399599183
49.25380362937009;103.94343532732309;8.274271972183536;0.5471384129331734;255248.93880979097
49.74106936480906;99.9992238857744;7.654812392714528;0.5349996943834122;318735.69479569444
41.843000638494786;101.44179764800063;10.163071106537982;0.6690643492861206;85194.48068269907
47.81390219791681;97.49253325500446;10.526173277034365;0.6913565974427085;61921.63934389998
36.993314273757335;97.21378680710596;9.951515595341464;0.6189445541245636;144100.10293154535
49.94695605000962;143.90561476223647;14.200942467581596;0.7845947675670646;21481.558829882106
43.83775179754949;147.54271337181427;14.014461350223362;0.7909034477081672;21791.768679207627
31.118044514794082;88.56181804612916;7.266830847911875;0.31959589149874196;235945.16471000167
31.287096420031517;90.69188285165566;6.85751824682741;0.32168186178406466;327595.5195107782
51.30276643183737;81.25883189152395;8.171363173853809;0.3229348487571981;44344.60349407172
51.30276643183737;81.25883189152395;8.171363173853809;0.3229348487571981;44344.60349407172
40.81794662635738;88.01802922496381;6.1330580489222974;0.37522986855253837;760105.4240556789
47.28709419574141;82.9845629293186;6.365341911620542;0.3998082554005186;611672.6388225022
41.74660377105494;91.0246626117516;7.348166178600732;0.4177029896186055;529704.6236653319
40.10224398334525;89.39345819465537;7.286652307626228;0.420658694986464;587006.0299901842
75.21995444777403;98.90922954794435;12.651119629340759;0.506249065938497;72572.02035583995
112.99415966137265;110.46517426705958;11.023728380281021;0.41565154961909967;13760.590150467913
107.87530209433727;80.39171648559288;5.349005547075616;0.8684984074491552;12183.879836469116
39.20625531492945;144.77937147423498;8.675330135692189;0.6636634356437524;113816.69611859263
46.28986705178936;147.06811961099845;9.12147876927996;0.6940062086858301;74827.5333751063
51.86443089243017;146.46190076451953;8.693344011622399;0.721120724087677;57352.7182459683
41.904328480747466;127.78354202920785;9.136181086271007;0.9620973292539758;6028.271904619785
52.6076823620759;105.85462523793358;10.33600110924462;0.36763190145056207;56400.05554406113
44.004772848750925;111.50954336360725;10.225054741570322;0.37830715841461415;117178.82891561773
45.492347766854856;112.98503533740258;10.19379620049659;0.3448773176969507;51103.695919322745
27.67063175975497;132.72167822786543;11.948771956159678;0.8276700696191238;20560.47855014672
26.132194398776363;136.77116522225168;11.472995273617482;0.7967098886064584;28734.30500781601
35.22704719989545;134.5689804218161;8.644000007501408;0.3513130845664847;191653.1792678812
35.22704719989545;134.5689804218161;8.644000007501408;0.3513130845664847;191653.1792678812
26.64512266832528;144.3323171130668;9.757832241114516;0.41057275961279627;374220.943362966
24.534514208934784;143.70118191927799;8.313716633986942;0.3638449582224372;460214.70047620655
23.744892727007148;145.2418034724697;7.464995499046472;0.3269299320415869;379954.3846729449
16.280426425418487;144.42316149451474;7.225576665427719;0.3210809102299135;474533.5791400033
26.371205416733353;133.39446003673137;7.766506558538804;0.3570886116737939;482407.04596787615
26.371205416733353;133.39446003673137;7.766506558538804;0.3570886116737939;482407.04596787615
26.371205416733353;133.39446003673137;7.766506558538804;0.3570886116737939;482407.04596787615
48.12616517089245;122.71651515551932;7.046065723467406;0.322522046425051;110870.82707310798
48.12616517089245;122.71651515551932;7.046065723467406;0.322522046425051;110870.82707310798
117.20351103863301;94.75798053168629;12.846032068482657;0.4733705972475933;21083.67909087691
117.20351103863301;94.75798053168629;12.846032068482657;0.4733705972475933;21083.67909087691
125.36209477821416;89.70944341267708;12.766519541515786;0.47797566340583497;18255.210361015776
127.8525205914285;89.22301658584506;12.449875081823341;0.5092505299862772;23831.51186649568
36.849924583554625;142.484604203717;10.065455807762982;0.46804153960612216;298259.97235846374
133.35811011569857;126.96382750209503;10.106552677862148;0.7438392564249251;16601.777176418516
73.58006956544234;94.20545487978973;13.368464034227042;0.38886489608248054;17340.514903963336
67.83930199000471;125.01076445094128;10.002237166174384;0.6401185773516648;76572.42734407821
19.93705316684187;98.51615129418363;7.744295939497725;0.6678362542082341;154797.13186478423
19.93705316684187;98.51615129418363;7.744295939497725;0.6678362542082341;154797.13186478423
28.956757705287398;107.46053209790557;7.527994664927194;0.6373616189182233;200424.32366446432
30.995625705757693;104.22871507943074;9.154051852161908;0.6631659303245526;118838.08876477323
83.58681214975681;116.28373548062123;7.488111469117645;0.41769889158166895;112678.37904805127
92.22473054471145;114.92256173181542;8.280965931285584;0.4580185071653651;93307.78488270682
19.294269754146494;110.27121175610056;14.592607001771485;0.31059650374348496;12385.502009192684
108.61236833727357;94.48376172615323;13.605431029125665;0.7037871037425902;21838.737314501916
131.758686937939;84.92042099624992;9.977281933315517;0.6343825041763168;31194.052507186832
66.35566163433467;94.36345188792703;11.507378916684749;0.5595197337231312;100206.0249121915
55.074614703379474;149.8928200835173;13.51657168773906;0.6386030672970233;65442.35813791602
51.69145200965051;148.19068205735817;13.216339159344132;0.6752180580369496;53785.79203549843
34.08132209574168;115.55746099997012;11.145705148555864;0.4859816209339872;255976.9402254633
30.274799622107686;119.2097853702679;11.370163815608787;0.5202726037096744;249565.018217692
43.49644620325615;101.53141231749184;10.620069014689157;0.4510605601882952;208908.64695594503
38.80002033684389;100.72995306754945;11.147540864151056;0.45187487487417793;209519.12102107308
43.49644620325615;101.53141231749184;10.620069014689157;0.4510605601882952;208908.64695594503
35.290085047104256;98.35187783167709;10.321720281982934;0.3894281618910248;180793.26103561008
34.453625904058796;96.64667192923987;10.531897786534723;0.43630797350460104;265778.3510275324
42.2943491061047;92.44275983556912;9.686454959388257;0.4478033427907562;270462.2292900978
35.39014982699542;95.7743790687262;10.188896910209142;0.48179956315885586;297089.03426384425
49.02733493190107;106.7039917108661;13.331609040008763;0.6236592884531105;79035.14182194904
48.417910208858956;107.38873239206248;14.517446476522501;0.6534976729707053;59585.43231077621
24.741745069735828;95.30147182261042;12.678857695094946;0.6452762438758961;105649.6607962949
15.997440866625144;129.69318276231942;11.202798628336742;0.39732723013826593;353748.6351043639
15.87222078351545;135.15006985921468;12.776256334531176;0.40294212030274396;262414.49488335685
15.87222078351545;135.15006985921468;12.776256334531176;0.40294212030274396;262414.49488335685
22.41294352481468;130.3630863398148;12.044250344797357;0.38214084272260795;172844.65582608196
62.08268924018997;110.51404154447292;12.623363089687667;0.6921986630397838;43365.80799437414
