kLink;kBend;model_uncertainty;likelihood
33.62526246210281;98.70337451744331;0.32704589590028954;23579966.014004268
28.450814388942312;101.14156766763955;0.3216164379247829;21816585.77531567
26.608629439350207;102.82130038536583;0.29974647113931396;18089169.579674885
39.383682521982564;98.72235370732069;0.3455831576895676;21092695.892857112
43.93548188741497;96.5072813239993;0.38253873615677664;17828135.623185568
33.9349666370219;101.53588792117552;0.38759911572409245;16840829.857361358
29.743853997450145;108.86130367079926;0.37196918193808887;18500740.01800149
37.17512574836743;99.17609296647731;0.4019542758196983;14674062.025329815
53.36423651961637;97.3621098162272;0.39323493039049906;15044603.793862602
49.59064033329101;102.21384811139883;0.38307467381442667;16499553.641760033
55.172151695860734;104.63084147886124;0.37901786746731114;16679405.454480983
24.15120931561903;109.58398961562956;0.3483822474729782;17946418.04013493
22.228311349916815;108.34639038319659;0.37403663731137393;15307034.329710254
19.46767855808985;113.88930227270704;0.3360846243082711;15354288.746422669
23.790693634745367;117.4871775304387;0.34596783118247376;18226572.20394403
62.825907472244104;118.57793721257917;0.33128701791593446;17780605.147450164
58.10337130433468;113.83461002595423;0.32831729160343825;20417474.274825834
56.13311786187178;117.22501019096096;0.33649946231698386;21243000.14837677
46.226804101335134;118.50197590985873;0.33375368942372197;24200602.10986458
50.49067164640896;121.8321301497932;0.33770086330502;22023035.876553554
54.49909086757966;118.22689420301829;0.3472040468875696;20547704.943311814
57.03295883764101;121.26416455053014;0.3780115450734377;15564507.961325852
57.41080744685581;117.14457765944195;0.38083753048391594;15702931.988208529
45.14243524561432;114.86842693424504;0.29340934528157286;22294657.2981906
37.521974062017996;112.86958852647439;0.27478260050077774;20141268.51750318
34.69519076915422;110.1336653216909;0.26905883413073134;17981310.323449027
30.650495702607635;111.57849670232322;0.25824324522401754;15570504.374392882
31.357509487684435;118.81451468367642;0.2610730768073319;16931996.835770775
81.82716306019134;93.1123219336465;0.42865676170236566;6440137.521280936
81.82716306019134;93.1123219336465;0.42865676170236566;6440137.521280936
76.88937577005139;97.9232149029213;0.4214971340774818;7242569.346336385
83.0237441788038;98.85032703374311;0.4424643982096654;5523858.319550725
84.07975684564136;97.69056090869556;0.4450516790938302;5225265.028024496
74.38573947149115;95.37428150995514;0.42046788974802224;8041034.901946107
18.252682635837928;128.10219680633068;0.20146987628698637;471833.09106829844
18.252682635837928;128.10219680633068;0.20146987628698637;471833.09106829844
118.89897781617651;95.99733906402739;0.733720065496528;116592.13690635805
89.91809654489191;123.19834304615304;0.4510801671607878;4207343.212703082
46.42447843927835;105.35325246904135;0.5121814131982382;3715975.0391275734
75.89076553859213;91.5980537107645;0.5325760891381536;2146379.644577216
38.64029275590689;84.1921416284365;0.22152994628869774;4151721.6153673604
42.019010938244186;85.55631645518004;0.24307835506749784;10977467.371828225
57.610159211219184;96.96289113991195;0.40578647498517517;12573505.311291242
43.37747553214145;93.70396916950469;0.43007329766461405;10579793.83953779
60.12304406272591;105.29934053787436;0.47374230313909577;5539241.003122658
95.74440848754163;88.90618542363815;0.4778446228184898;2908327.3609267604
109.14536923692465;82.52746251852479;0.38524273611540827;4117369.791553118
122.22360528793142;97.75665526053074;0.3078901324424535;1445507.7327430535
53.97401261149502;126.26756954090892;0.4379651013851818;9672621.413016817
52.83393867846952;129.14162507835687;0.4427192702678734;9091191.612613836
52.735651122853696;127.41067546798143;0.4475650753122808;8341084.981962442
59.56292763607454;130.313993370858;0.43424888627832064;8995079.59544817
48.74160290371978;123.45656325475045;0.4083243278880583;13309936.712423548
50.678783703377256;118.71929280732293;0.37830954459152066;17342578.236064516
52.14223641588258;115.0157200106008;0.36446294899503495;19022305.983328234
55.05230907462329;120.10378797909823;0.3748828224129334;17277901.768549543
51.69847707514928;116.17687870330717;0.39489058246239744;14763337.119099451
49.217064798168664;123.58837254459951;0.33916001042529426;22723388.09131982
57.88089137139673;118.76674435094864;0.34715492405249454;19895725.633906312
52.1242415385686;127.62103298697261;0.40634021929314285;13072311.78236078
50.300991233854106;124.49661117934782;0.4172252998100574;11840232.346493375
45.19491028757574;123.95715633159136;0.40546339146477006;14297122.886558397
75.51655992776145;109.18931707781682;0.24809172716512304;3440995.1911105774
60.098616637875175;109.48749622458766;0.19360482018229927;471953.7854175728
40.61115561389514;147.72064770210656;0.2882105568484414;20413260.35710894
39.63919762967253;144.66640626093258;0.3226464301204624;24348034.596471414
37.30675538212117;144.29686048124725;0.3122625482037953;24447455.411159713
57.405116613397745;132.70257671338788;0.3282044661571667;20066543.322219018
